what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1267893877047
closed,editor,org.eclipse.datatools.sqltools.data.ui,1.1.1.v200906022302,"org.eclipse.datatools.sqltools.data.internal.ui.editor.tableDataEditor",1267893877047
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.3.v200906020553,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1267893880842
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267893883538
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267893886356
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267893952873
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267912361763
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267912366502
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1267912371490
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1267912371588
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1267912371654
