what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1267141318024
java.specification.version,sysinfo,,,"1.6",1267141318024
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1267141318024
java.version,sysinfo,,,"1.6.0_18",1267141318024
java.vm.info,sysinfo,,,"mixed mode",1267141318024
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1267141318024
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1267141318024
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1267141318024
java.vm.specification.version,sysinfo,,,"1.0",1267141318024
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1267141318024
java.vm.version,sysinfo,,,"16.0-b13",1267141318024
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1267141404958
started,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1267141404961
opened,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1267141405013
opened,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1267141405143
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1267141405260
opened,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1267141405338
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1267141405409
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1267141409758
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1267141424103
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1267141455018
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1267141455122
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1267141456482
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1267141460909
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1267141461660
