what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267450106872
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267450107816
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267462000020
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267462000173
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1267462001673
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267462418159
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267468036226
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267468038218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267468038227
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267468038336
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267469998101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470026070
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470059713
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.newWizard",1267470059724
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470061850
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470061857
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470061964
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470064119
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470065829
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470496401
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1267470496513
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1267470498926
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1267470500291
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470504916
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1267470860731
