what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.ui,1.0.400.v200904292008,"org.eclipse.wst.html.ui",1266308859034
started,bundle,org.eclipse.jst.jsp.core,1.2.202.v200905081451,"org.eclipse.jst.jsp.core",1266308859084
started,bundle,org.eclipse.wst.wsdl.validation,1.1.401.v200902271605,"org.eclipse.wst.wsdl.validation",1266308859115
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1266308859119
started,bundle,org.eclipse.wst.xsl.core,1.0.0.v200905071815,"org.eclipse.wst.xsl.core",1266308859125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266309746418
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310169089
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310175105
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310181878
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310184166
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310191705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310194078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310194084
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310194286
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1266310216672
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266310217390
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266310218514
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266310218659
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1266310245336
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1266310245398
started,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1266310245408
started,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1266310248853
started,bundle,org.eclipse.pde.api.tools,1.0.100.v20090526,"org.eclipse.pde.api.tools",1266310248976
started,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1266310248979
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266310249330
